"uri,primary_name_display,replaced"
"http://dx.doi.org/10.13039/501100003026,""Ad Hoc Software Pty"","
"http://dx.doi.org/10.13039/100004176,""Adam Taliaferro Foundation"","
"http://dx.doi.org/10.13039/501100002927,""Addenbrooke's Charitable Trust, Cambridge University Hospitals"","
"http://dx.doi.org/10.13039/100004697,""Adecco"","
"http://dx.doi.org/10.13039/501100002678,""Adelaide Research and Innovation, University of Adelaide"","
"http://dx.doi.org/10.13039/100009401,""Adelphi University"","
"http://dx.doi.org/10.13039/100006386,""Adenoid Cystic Carcinoma Research Foundation"","
"http://dx.doi.org/10.13039/501100007356,""Adessium Foundation"","
"http://dx.doi.org/10.13039/501100002680,""Adivit"","
"http://dx.doi.org/10.13039/100007467,""Adler Foundation"","
"http://dx.doi.org/10.13039/501100003743,""Adlerbertska Stiftelserna"","
"http://dx.doi.org/10.13039/501100007365,""Admar Mutt Education Foundation"","
"http://dx.doi.org/10.13039/100005240,""Administration for Children and Families"","
"http://dx.doi.org/10.13039/100006307,""Administration for Community Living"","
"http://dx.doi.org/10.13039/100009337,""Administration for Native Americans"","
"http://dx.doi.org/10.13039/100008768,""Administrative Sciences Association of Canada"","
"http://dx.doi.org/10.13039/501100002679,""Adnan Menderes Ãœniversitesi"","
"http://dx.doi.org/10.13039/100004344,""Adobe Systems"","
"http://dx.doi.org/10.13039/501100007357,""Adolf H Lundin Charitable Foundation"","
"http://dx.doi.org/10.13039/100007247,""Adolph C. and Mary Sprague Miller Institute for Basic Research in Science, University of California Berkeley"","
"http://dx.doi.org/10.13039/100001840,""Adolph and Ruth Schnurmacher Foundation"","
"http://dx.doi.org/10.13039/501100003071,""Adolphe Merkle Foundation"","
"http://dx.doi.org/10.13039/100006387,""Adrienne Helis Malvin Medical Research Foundation"","
"http://dx.doi.org/10.13039/100007528,""Adtranz"","
"http://dx.doi.org/10.13039/100008416,""Advanced Cardiac Therapeutics"","
"http://dx.doi.org/10.13039/501100007179,""Advanced Centre for Treatment, Research and Education in Cancer"","
"http://dx.doi.org/10.13039/100007523,""Advanced Cyberinfrastructure"","
"http://dx.doi.org/10.13039/100006388,""Advanced Fiber Technologies"","
"http://dx.doi.org/10.13039/100008164,""Advanced Foods and Materials Canada"","
"http://dx.doi.org/10.13039/100008165,""Advanced Foods and Materials Network"","
"http://dx.doi.org/10.13039/501100006674,""Advanced Information and Communication Technology Center, Sharif University of Technology"","
"http://dx.doi.org/10.13039/501100006725,""Advanced Machining Technology and Development Association"","
"http://dx.doi.org/10.13039/100001927,""Advanced Medical Research Foundation"","
"http://dx.doi.org/10.13039/100004311,""Advanced Micro Devices"","
"http://dx.doi.org/10.13039/100006389,""Advanced Photon Sciences"","
"http://dx.doi.org/10.13039/100009224,""Advanced Research Projects Agency"","
"http://dx.doi.org/10.13039/100006133,""Advanced Research Projects Agency - Energy"","
"http://dx.doi.org/10.13039/501100006265,""Advanced Science Institute"","
"http://dx.doi.org/10.13039/100006390,""Advatech Pacific"","
"http://dx.doi.org/10.13039/100005324,""Advertising Educational Foundation"","
"http://dx.doi.org/10.13039/501100002705,""Aegon"","
"http://dx.doi.org/10.13039/100009342,""Aeras Global Tuberculosis Vaccine Foundation"","
"http://dx.doi.org/10.13039/100006391,""AeroDynamic Solutions"","
"http://dx.doi.org/10.13039/501100006084,""Aeronautical Development Agency"","
"http://dx.doi.org/10.13039/501100004750,""Aeronautical Science Foundation of China"","
"http://dx.doi.org/10.13039/100007549,""Aeronautics Research and Development Board"","
"http://dx.doi.org/10.13039/501100007292,""Aerostatic Science Foundation"","
"http://dx.doi.org/10.13039/100007536,""Aesculap Implant Systems"","
"http://dx.doi.org/10.13039/100003559,""Aesthetic Surgery Education and Research Foundation"","
"http://dx.doi.org/10.13039/100003601,""Aetna"","
"http://dx.doi.org/10.13039/100000045,""Aetna Foundation"","
"http://dx.doi.org/10.13039/100003666,""Affiliated American CSA Foundation"","
"http://dx.doi.org/10.13039/100004743,""Affiliated Computer Services"","
"http://dx.doi.org/10.13039/100000940,""Aflac"","
"http://dx.doi.org/10.13039/501100002350,""Africagrowth Institute"","
"http://dx.doi.org/10.13039/501100007358,""African Capacity Building Foundation"","
"http://dx.doi.org/10.13039/100004424,""African Development Bank Group"","
"http://dx.doi.org/10.13039/501100002351,""African Federation for Emergency Medicine"","
"http://dx.doi.org/10.13039/501100007114,""African Institute for Mathematical Sciences"","
"http://dx.doi.org/10.13039/501100007174,""African Laser Centre, Council for Scientific and Industrial Research"","
"http://dx.doi.org/10.13039/501100004967,""African Mathematics Millennium Science Initiative"","
"http://dx.doi.org/10.13039/100007548,""African Safari Club Of Florida Conservation Fund"","
"http://dx.doi.org/10.13039/501100005749,""African University of Science and Technology"","
"http://dx.doi.org/10.13039/100007608,""AgResearch"","
"http://dx.doi.org/10.13039/100004698,""AgStar Financial Services, ACA"","
"http://dx.doi.org/10.13039/100004448,""Aga Khan Foundation"","
"http://dx.doi.org/10.13039/100009384,""Aga Khan Foundation Canada"","
"http://dx.doi.org/10.13039/501100003492,""Agda och Herman JÃ_rnhardts Stiftelse"","
"http://dx.doi.org/10.13039/100008742,""Age Endeavour Fellowship"","
"http://dx.doi.org/10.13039/501100000629,""Age UK"","
"http://dx.doi.org/10.13039/501100005905,""Agence FranÃ§aise de Lutte contre le Dopage"","
"http://dx.doi.org/10.13039/501100006676,""Agence Nationale Des Parcs Nationaux"","
"http://dx.doi.org/10.13039/501100003323,""Agence Nationale de Recherches sur le Sida et les Hepatites Virales"","
"http://dx.doi.org/10.13039/501100001665,""Agence Nationale de la Recherche"","
"http://dx.doi.org/10.13039/501100006744,""Agence Nationale pour la Gestion des DÃ©chets Radioactifs"","
"http://dx.doi.org/10.13039/501100005304,""Agence Nationale pour le DÃ©veloppement de la Recherche en SantÃ©"","
"http://dx.doi.org/10.13039/501100005305,""Agence ThÃ©matique de Recherche en Sciences de la SantÃ©"","
"http://dx.doi.org/10.13039/501100002708,""Agence Universitaire de la Francophonie"","
"http://dx.doi.org/10.13039/100007530,""Agence de l'Eau Adour-Garonne"","
"http://dx.doi.org/10.13039/501100003031,""Agence de l'Environnement et de la MaÃ®trise de l'Energie"","
"http://dx.doi.org/10.13039/501100006005,""Agence de la BiomÃ©decine"","
"http://dx.doi.org/10.13039/501100006542,""Agencia Antidroga de la Comunidad de Madrid"","
"http://dx.doi.org/10.13039/501100004892,""Agencia EspaÃ±ola de CooperaciÃ_n Internacional para el Desarrollo"","
"http://dx.doi.org/10.13039/100008725,""Agencia Nacional de InvestigaciÃ_n e InnovaciÃ_n"","
"http://dx.doi.org/10.13039/501100003074,""Agencia Nacional de PromociÃ_n CientÃ_fica y TecnolÃ_gica"","
"http://dx.doi.org/10.13039/501100006266,""Agencia de Desarrollo EconÃ_mico"","
"http://dx.doi.org/10.13039/501100006461,""Agencia de InnovaciÃ_n y Desarrollo de AndalucÃ_a"","
"http://dx.doi.org/10.13039/501100005073,""Agency for Defense Development"","
"http://dx.doi.org/10.13039/100008417,""Agency for Health Care Policy and Research"","
"http://dx.doi.org/10.13039/100000133,""Agency for Healthcare Research and Quality"","
"http://dx.doi.org/10.13039/501100003087,""Agency for Natural Resources and Energy"","
"http://dx.doi.org/10.13039/501100001348,""Agency for Science, Technology and Research"","
"http://dx.doi.org/10.13039/100005220,""Agency for Toxic Substances and Disease Registry"","
"http://dx.doi.org/10.13039/501100003221,""Agentschap NL"","
"http://dx.doi.org/10.13039/501100003132,""Agentschap voor Innovatie door Wetenschap en Technologie"","
"http://dx.doi.org/10.13039/100008750,""Agentschap voor Natuur en Bos"","
"http://dx.doi.org/10.13039/501100003194,""AgentÃºra Ministerstva Å¡kolstva, vedy, vÃ_skumu a Å¡portu SR"","
"http://dx.doi.org/10.13039/501100005357,""AgentÃºra na Podporu VÃ_skumu a VÃ_voja"","
"http://dx.doi.org/10.13039/501100003197,""Agenzia Italiana del Farmaco, Ministero della Salute"","
"http://dx.doi.org/10.13039/501100006664,""Agenzia Sanitaria Regionale Abruzzo"","
"http://dx.doi.org/10.13039/501100003981,""Agenzia Spaziale Italiana"","
"http://dx.doi.org/10.13039/501100006663,""Agfa HealthCare"","
"http://dx.doi.org/10.13039/100000941,""Agilent Foundation"","
"http://dx.doi.org/10.13039/100004322,""Agilent Technologies"","
"http://dx.doi.org/10.13039/501100002709,""Agilent Technologies"",R"
"http://dx.doi.org/10.13039/501100007183,""Agip KCO"","
"http://dx.doi.org/10.13039/501100007366,""Agnes och Mac Rudbergs Stiftelse"","
"http://dx.doi.org/10.13039/100009512,""Agnes og Poul Friis Fond"","
"http://dx.doi.org/10.13039/100009344,""Agouron Institute"","
"http://dx.doi.org/10.13039/100006604,""Agouron Pharmaceuticals"","
"http://dx.doi.org/10.13039/501100002710,""Agram"","
"http://dx.doi.org/10.13039/100009610,""Agri-Food and Veterinary Authority"","
"http://dx.doi.org/10.13039/501100006661,""Agri-Futures Nova Scotia Association"","
"http://dx.doi.org/10.13039/501100004882,""Agricultural Adaptation Council"","
"http://dx.doi.org/10.13039/100005826,""Agricultural Marketing Service"","
"http://dx.doi.org/10.13039/100007537,""Agricultural Research Council"","
"http://dx.doi.org/10.13039/501100005076,""Agricultural Research Development Agency"","
"http://dx.doi.org/10.13039/100007917,""Agricultural Research Service"","
"http://dx.doi.org/10.13039/100008770,""Agricultural and Applied Economics Association"","
"http://dx.doi.org/10.13039/501100001507,""Agricultural and Marketing Research and Development Trust"","
"http://dx.doi.org/10.13039/501100000040,""Agriculture and Agri-Food Canada"","
"http://dx.doi.org/10.13039/100008123,""Agriculture and Horticulture Development Board"","
"http://dx.doi.org/10.13039/100007662,""Agrigenetics Research Associates"","
"http://dx.doi.org/10.13039/501100003201,""Agro-Biotechnology Institute"","
"http://dx.doi.org/10.13039/100007541,""Agro-Industry R and D Special Fund of China"","
"http://dx.doi.org/10.13039/501100005264,""AgroParisTech"","
"http://dx.doi.org/10.13039/100007599,""Agropolis Fondation"","
"http://dx.doi.org/10.13039/100007609,""Agrotain"","
"http://dx.doi.org/10.13039/501100007264,""AgrupaciÃ_n EspaÃ±ola de Entidades Aseguradoras de los Seguros Agrarios Combinados S.A."","
"http://dx.doi.org/10.13039/501100003030,""AgÃ¨ncia de GestiÃ_ dâ€™Ajuts Universitaris i de Recerca"","
"http://dx.doi.org/10.13039/501100006253,""AgÃ¨ncia per a la Competitivitat de lâ€™Empresa"","
"http://dx.doi.org/10.13039/501100007133,""AgÃªncia Nacional de Energia ElÃ©trica"","
"http://dx.doi.org/10.13039/100009095,""AgÃªncia Nacional de ÃÅguas"","
"http://dx.doi.org/10.13039/501100006487,""AgÃªncia Nacional do PetrÃ_leo, GÃ¡s Natural e BiocombustÃ_veis"","
"http://dx.doi.org/10.13039/100007551,""Ahar Branch, Islamic Azad University"","
"http://dx.doi.org/10.13039/501100002711,""Ahi Evran Ãœniversitesi"","
"http://dx.doi.org/10.13039/501100005001,""Ahvaz Jundishapur University of Medical Sciences"","
"http://dx.doi.org/10.13039/100002552,""Aicardi Syndrome Foundation"","
"http://dx.doi.org/10.13039/501100007331,""Aichi Kidney Foundation"","
"http://dx.doi.org/10.13039/100002553,""Aid for Cancer Research"","
"http://dx.doi.org/10.13039/100007553,""Aids Fonds"","
"http://dx.doi.org/10.13039/100002554,""Aids Healthcare Foundation"","
"http://dx.doi.org/10.13039/501100002352,""Ain Shams University"","
"http://dx.doi.org/10.13039/100006393,""Air Force Civil Engineer Center"","
"http://dx.doi.org/10.13039/100006394,""Air Force Materiel Command"","
"http://dx.doi.org/10.13039/100000181,""Air Force Office of Scientific Research"","
"http://dx.doi.org/10.13039/100006602,""Air Force Research Laboratory"","
"http://dx.doi.org/10.13039/100007542,""Air Liquide"","
"http://dx.doi.org/10.13039/501100003203,""Air Navigation and Weather Services"","
"http://dx.doi.org/10.13039/501100003204,""Airbus"","
"http://dx.doi.org/10.13039/501100003205,""Airbus UK"","
"http://dx.doi.org/10.13039/100002555,""Aircast Foundation"","
"http://dx.doi.org/10.13039/501100000358,""Airey Neave Trust"","
"http://dx.doi.org/10.13039/100007586,""Aix-Marseille UniversitÃ©"","
"http://dx.doi.org/10.13039/501100002619,""Ajou University"","
"http://dx.doi.org/10.13039/501100007110,""Akademi Sains Malaysia"","
"http://dx.doi.org/10.13039/501100004902,""Akademie der Naturwissenschaften"","
"http://dx.doi.org/10.13039/501100005707,""Akademie fÃ_r Tiergesundheit"","
"http://dx.doi.org/10.13039/501100004240,""Akademie vÄ›d ÄŒeskÃ© Republiky"","
"http://dx.doi.org/10.13039/100008365,""Akademiet for de Tekniske Videnskaber"","
"http://dx.doi.org/10.13039/501100005423,""Akademiska Sjukhuset"","
"http://dx.doi.org/10.13039/100007572,""Akaeda Medical Research Foundation"","
"http://dx.doi.org/10.13039/501100005702,""Akasaki Institute, Nagoya University"","
"http://dx.doi.org/10.13039/501100005703,""Akdeniz Ãœniversitesi"","
"http://dx.doi.org/10.13039/100007573,""Aker Solutions ASA"","
"http://dx.doi.org/10.13039/501100004056,""Akershus University College of Applied Science"","
"http://dx.doi.org/10.13039/100007574,""Akita Prefectural University"","
"http://dx.doi.org/10.13039/100007591,""Akiyama Life Science Foundation"","
"http://dx.doi.org/10.13039/100000948,""Akron Community Foundation"","
"http://dx.doi.org/10.13039/100000949,""Akron General Development Foundation"","
"http://dx.doi.org/10.13039/501100007066,""Akwa Ibom State University"","
"http://dx.doi.org/10.13039/501100003177,""AkzoNobel"","
"http://dx.doi.org/10.13039/100007575,""Al Ghurair University"","
"http://dx.doi.org/10.13039/501100004831,""Al-Amodi Autism Research Chair, King Saud University"","
"http://dx.doi.org/10.13039/100007592,""Al-Balqa' Applied University"","
"http://dx.doi.org/10.13039/501100007359,""Al-Saeed Foundation for Science and Culture"","
"http://dx.doi.org/10.13039/100008745,""Alabama Agricultural Experiment Station"","
"http://dx.doi.org/10.13039/100006395,""Alabama Commission on Higher Education"","
"http://dx.doi.org/10.13039/100007576,""Alabama Farmers Federation"","
"http://dx.doi.org/10.13039/100004384,""Alabama Power"","
"http://dx.doi.org/10.13039/100007577,""Alabama Soybean Producers, Alabama Farmers Federation"","
"http://dx.doi.org/10.13039/100005729,""Alabama Space Grant Consortium"","
"http://dx.doi.org/10.13039/100007580,""Alabama Water Resources Research Institute"","
"http://dx.doi.org/10.13039/100007578,""Alabama Wheat and Feed Grain Producers, Alabama Farmers Federation"","
"http://dx.doi.org/10.13039/100005297,""Alaska Conservation Foundation"","
"http://dx.doi.org/10.13039/100008144,""Alaska Department of Fish and Game"","
"http://dx.doi.org/10.13039/100002557,""Alaska Humanities Forum"","
"http://dx.doi.org/10.13039/100005795,""Alaska Sea Grant, University of Alaska Fairbanks"","
"http://dx.doi.org/10.13039/100005730,""Alaska Space Grant Program"","
"http://dx.doi.org/10.13039/100007320,""Albert Einstein Cancer Center"","
"http://dx.doi.org/10.13039/100007319,""Albert Einstein College of Medicine, Yeshiva University"","
"http://dx.doi.org/10.13039/100005910,""Albert Ellis Institute"","
"http://dx.doi.org/10.13039/100003334,""Albert J. Ryan Foundation"","
"http://dx.doi.org/10.13039/100000943,""Albert and Margaret Alkek Foundation"","
"http://dx.doi.org/10.13039/501100002714,""Albert-Ludwigs-UniversitÃ_t Freiburg"","
